Dates,DOM_DFs,FOR_DFs
21/08/2025,0.796301225,0.980569983
22/08/2025,0.796200473,0.980540036
26/08/2025,0.795797593,0.980420257
27/08/2025,0.795696905,0.980390314
28/08/2025,0.795596229,0.980360372
29/08/2025,0.795495567,0.980330432
01/09/2025,0.795193655,0.980240615
02/09/2025,0.795093043,0.980210678
03/09/2025,0.794992444,0.980180742
04/09/2025,0.794891858,0.980150807
05/09/2025,0.794791285,0.980120873
08/09/2025,0.79448964,0.980031075
09/09/2025,0.794389118,0.980001145
10/09/2025,0.794288608,0.979971215
11/09/2025,0.794188111,0.979941286
12/09/2025,0.794087626,0.979911358
15/09/2025,0.793786249,0.97982158
16/09/2025,0.793685815,0.979791656
17/09/2025,0.793585394,0.979761733
18/09/2025,0.793484986,0.979731811
19/09/2025,0.79338459,0.979701889
22/09/2025,0.79308348,0.97961213
23/09/2025,0.792983135,0.979582212
24/09/2025,0.792882803,0.979552295
25/09/2025,0.792782484,0.979522379
26/09/2025,0.792682177,0.979492464
29/09/2025,0.792381334,0.979402725
30/09/2025,0.792281078,0.979372813
01/10/2025,0.792180834,0.979342903
02/10/2025,0.792080604,0.979312993
03/10/2025,0.791980386,0.979283084
06/10/2025,0.791679809,0.979193364
07/10/2025,0.791579642,0.979163459
08/10/2025,0.791479487,0.979133555
09/10/2025,0.791379345,0.979103652
10/10/2025,0.791279216,0.979073749
13/10/2025,0.790978905,0.978984048
14/10/2025,0.790878826,0.978954149
15/10/2025,0.790778761,0.978924252
16/10/2025,0.790678708,0.978894355
17/10/2025,0.790578667,0.978864459
20/10/2025,0.790278622,0.978774777
21/10/2025,0.790178632,0.978744884
22/10/2025,0.790078655,0.978714993
23/10/2025,0.78997869,0.978685103
24/10/2025,0.789878738,0.978655213
27/10/2025,0.789578958,0.97856555
28/10/2025,0.789479057,0.978535664
29/10/2025,0.789379168,0.978505779
30/10/2025,0.789279292,0.978475895
31/10/2025,0.789179429,0.978446012
03/11/2025,0.788879914,0.978356368
04/11/2025,0.788780102,0.978326489
05/11/2025,0.788680301,0.97829661
06/11/2025,0.788580514,0.978266733
07/11/2025,0.788480739,0.978236856
10/11/2025,0.78818149,0.978147231
11/11/2025,0.788081765,0.978117358
12/11/2025,0.787982053,0.978087486
13/11/2025,0.787882354,0.978057615
14/11/2025,0.787782667,0.978027745
17/11/2025,0.787483683,0.977938139
18/11/2025,0.787384047,0.977908272
19/11/2025,0.787284423,0.977878407
20/11/2025,0.787184812,0.977848542
21/11/2025,0.787085214,0.977818678
24/11/2025,0.786786494,0.977729091
25/11/2025,0.786686946,0.977699231
26/11/2025,0.786587411,0.977669372
27/11/2025,0.786487888,0.977639513
28/11/2025,0.786388378,0.977609656
01/12/2025,0.786089923,0.977520088
02/12/2025,0.785990463,0.977490234
03/12/2025,0.785891015,0.977460381
04/12/2025,0.785791581,0.977430529
05/12/2025,0.785692159,0.977400678
08/12/2025,0.785393968,0.97731113
09/12/2025,0.785294596,0.977281283
10/12/2025,0.785195237,0.977251436
11/12/2025,0.78509589,0.97722159
12/12/2025,0.784996556,0.977191745
15/12/2025,0.784698629,0.977102217
16/12/2025,0.784599345,0.977072375
17/12/2025,0.784500074,0.977042535
18/12/2025,0.784400815,0.977012696
19/12/2025,0.784301569,0.976982857
22/12/2025,0.784003906,0.976893348
23/12/2025,0.78390471,0.976863513
24/12/2025,0.783805526,0.976833679
29/12/2025,0.783309798,0.976684523
30/12/2025,0.78321069,0.976654695
31/12/2025,0.783111594,0.976624867
02/01/2026,0.782913441,0.976565215
05/01/2026,0.782616304,0.976475744
06/01/2026,0.782517284,0.976445922
07/01/2026,0.782418276,0.9764161
08/01/2026,0.782319281,0.97638628
09/01/2026,0.782220298,0.976356461
12/01/2026,0.781923425,0.976267009
13/01/2026,0.781824492,0.976237193
14/01/2026,0.781725572,0.976207378
15/01/2026,0.781626664,0.976177564
16/01/2026,0.781527769,0.976147751
19/01/2026,0.781231159,0.976058318
20/01/2026,0.781132313,0.976028509
21/01/2026,0.781033481,0.9759987
22/01/2026,0.780934661,0.975968893
23/01/2026,0.780835853,0.975939086
26/01/2026,0.780539505,0.975849672
27/01/2026,0.780440748,0.975819869
28/01/2026,0.780342003,0.975790067
29/01/2026,0.78024327,0.975760266
30/01/2026,0.78014455,0.975730466
02/02/2026,0.779848464,0.975641071
03/02/2026,0.779749794,0.975611275
04/02/2026,0.779651137,0.975581479
05/02/2026,0.779552491,0.975551684
06/02/2026,0.779453859,0.97552189
09/02/2026,0.779158035,0.975432514
10/02/2026,0.779059453,0.975402724
11/02/2026,0.778960882,0.975372935
12/02/2026,0.778862324,0.975343147
13/02/2026,0.778763779,0.975313359
16/02/2026,0.778468218,0.975224002
17/02/2026,0.778369722,0.975194219
18/02/2026,0.778271239,0.975164436
19/02/2026,0.778172768,0.975134654
20/02/2026,0.77807431,0.975104873
23/02/2026,0.77777901,0.975015535
24/02/2026,0.777680602,0.974985757
25/02/2026,0.777582206,0.974955981
26/02/2026,0.777483823,0.974926205
27/02/2026,0.777385452,0.974896431
02/03/2026,0.777090414,0.974807112
03/03/2026,0.776992092,0.974777341
04/03/2026,0.776893784,0.974747571
05/03/2026,0.776795487,0.974717802
06/03/2026,0.776697203,0.974688033
09/03/2026,0.776402426,0.974598734
10/03/2026,0.776304192,0.974568969
11/03/2026,0.77620597,0.974539205
12/03/2026,0.776107761,0.974509442
13/03/2026,0.776009564,0.97447968
16/03/2026,0.775715048,0.9743904
17/03/2026,0.775616901,0.974360642
18/03/2026,0.775518766,0.974330884
19/03/2026,0.775420644,0.974301128
20/03/2026,0.775322534,0.974271372
23/03/2026,0.775028279,0.974182111
24/03/2026,0.774930218,0.974152359
25/03/2026,0.77483217,0.974122608
26/03/2026,0.774734135,0.974092857
27/03/2026,0.774636112,0.974063108
30/03/2026,0.774342117,0.973973866
31/03/2026,0.774244143,0.97394412
01/04/2026,0.774146182,0.973914375
02/04/2026,0.774048234,0.973884632
07/04/2026,0.773558676,0.973735926
08/04/2026,0.773460802,0.973706188
09/04/2026,0.77336294,0.973676451
10/04/2026,0.77326509,0.973646714
13/04/2026,0.772971616,0.97355751
14/04/2026,0.772873816,0.973527777
15/04/2026,0.772776028,0.973498045
16/04/2026,0.772678253,0.973468314
17/04/2026,0.77258049,0.973438584
20/04/2026,0.772287275,0.973349399
21/04/2026,0.772189561,0.973319672
22/04/2026,0.77209186,0.973289946
23/04/2026,0.771994172,0.973260222
24/04/2026,0.771896495,0.973230498
27/04/2026,0.77160354,0.973141332
28/04/2026,0.771505913,0.973111612
29/04/2026,0.771408298,0.973081892
30/04/2026,0.771310696,0.973052174
01/05/2026,0.771213106,0.973022457
05/05/2026,0.77082287,0.972903596
06/05/2026,0.770725342,0.972873883
07/05/2026,0.770627826,0.972844171
08/05/2026,0.770530322,0.97281446
11/05/2026,0.770237886,0.972725332
12/05/2026,0.770140432,0.972695624
13/05/2026,0.77004299,0.972665918
14/05/2026,0.76994556,0.972636212
15/05/2026,0.769848143,0.972606507
18/05/2026,0.769555965,0.972517398
19/05/2026,0.769458597,0.972487697
20/05/2026,0.769361242,0.972457997
21/05/2026,0.769263899,0.972428298
22/05/2026,0.769166568,0.972398599
26/05/2026,0.768777367,0.972279815
27/05/2026,0.768680097,0.972250121
28/05/2026,0.76858284,0.972220428
29/05/2026,0.768485596,0.972190736
01/06/2026,0.768193935,0.972101665
02/06/2026,0.768096739,0.972071977
03/06/2026,0.767999556,0.972042289
04/06/2026,0.767902385,0.972012603
05/06/2026,0.767805227,0.971982917
08/06/2026,0.767513824,0.971893865
09/06/2026,0.767416715,0.971864183
10/06/2026,0.767319617,0.971834502
11/06/2026,0.767222532,0.971804822
12/06/2026,0.76712546,0.971775142
15/06/2026,0.766834315,0.971686109
16/06/2026,0.766737292,0.971656434
17/06/2026,0.766640281,0.971626759
18/06/2026,0.766543282,0.971597085
19/06/2026,0.766446295,0.971567412
22/06/2026,0.766155408,0.971478398
23/06/2026,0.766058471,0.971448729
24/06/2026,0.765961545,0.97141906
25/06/2026,0.765864632,0.971389393
26/06/2026,0.765767731,0.971359726
29/06/2026,0.765477102,0.971270731
30/06/2026,0.76538025,0.971241068
01/07/2026,0.765283411,0.971211406
02/07/2026,0.765186583,0.971181745
03/07/2026,0.765089768,0.971152085
06/07/2026,0.764799397,0.971063109
07/07/2026,0.764702631,0.971033452
08/07/2026,0.764605877,0.971003797
09/07/2026,0.764509135,0.970974142
10/07/2026,0.764412406,0.970944488
13/07/2026,0.764122291,0.970855531
14/07/2026,0.764025611,0.970825881
15/07/2026,0.763928942,0.970796231
16/07/2026,0.763832286,0.970766583
17/07/2026,0.763735643,0.970736935
20/07/2026,0.763445785,0.970647997
21/07/2026,0.76334919,0.970618353
22/07/2026,0.763252607,0.97058871
23/07/2026,0.763156037,0.970559068
24/07/2026,0.763059479,0.970529427
27/07/2026,0.762769878,0.970440508
28/07/2026,0.762673368,0.97041087
29/07/2026,0.762576871,0.970381234
30/07/2026,0.762480386,0.970351598
31/07/2026,0.762383914,0.970321963
03/08/2026,0.762094569,0.970233063
04/08/2026,0.761998145,0.970203432
05/08/2026,0.761901733,0.970173801
